query_id,doc_id,score
1,gjdlp10q,1.0
1,gq3965se,1.0
1,xaxtbmzd,0.0
1,gu2mt6zp,0.0
1,gy78e87y,2.0
1,h13v8i14,0.0
1,h7so7vcl,0.0
1,h8ahn8fw,2.0
1,hdkmzdq9,1.0
1,he853mwa,1.0
1,hib30ct6,2.0
1,i14gkdw0,2.0
1,i2ppoe55,1.0
1,i2qi4wm0,0.0
1,i6pv90s9,0.0
1,i758v1vb,2.0
1,ienet82k,0.0
1,ldklj4oz,1.0
1,igdkz3ht,1.0
1,imvbkt69,0.0
1,irkjiqll,1.0
1,is20odaq,1.0
1,iua8c4hy,0.0
1,j00m2ctc,0.0
1,u4u19iop,2.0
1,j6y806qu,0.0
1,j7fx64k1,0.0
1,jahm572k,0.0
1,jbtrdvhe,1.0
1,jct2t2br,0.0
1,jd6fvaop,0.0
1,jdpxu0ef,2.0
1,jgr1beit,0.0
1,jh9e85c0,1.0
1,jjraqr85,0.0
1,jmrg4oeb,2.0
1,jntrjg8u,0.0
1,jqexwnq2,1.0
1,jsm6o5pq,0.0
1,fuet5nka,1.0
1,jxbk30gh,0.0
1,k0f9fser,1.0
1,k9yus2sv,2.0
1,kbux2l4o,0.0
1,q2gwajdj,1.0
1,ki7bn67o,0.0
1,kiq6xb6k,0.0
1,kjovtgua,0.0
1,kjx0z1hc,0.0
1,kkknzw2i,1.0
1,qwziokkg,2.0
1,kromgrnu,1.0
1,kv1od8i4,2.0
1,kvfau8j0,0.0
1,kvyvwhja,2.0
1,kx0n2oy5,1.0
1,kzk4i2j2,1.0
1,l41pnvfd,2.0
1,l48iq9yj,0.0
1,4zk4sj2d,0.0
1,lbpve38s,0.0
1,ldxo05z4,0.0
1,ljqrxjvv,0.0
1,r0peje13,1.0
1,rggry80x,0.0
1,lnys6iuu,2.0
1,lw12h047,0.0
1,m40kwgcg,0.0
1,m5h19hy6,1.0
1,mhytn634,1.0
1,mmy45mhm,0.0
1,mofqbemr,1.0
1,mowlquh4,2.0
1,moz22sur,0.0
1,msohf5oa,1.0
1,mtv80pjo,2.0
1,mudxyy68,0.0
1,mvdq6fw0,0.0
1,mw0wb8a8,2.0
1,my16g91c,1.0
1,myu0e9vf,2.0
1,n0n4n6ut,1.0
1,n2t35wgn,0.0
1,n3d130t8,0.0
1,n3sb0pze,0.0
1,n4qh8vg4,2.0
1,n6jgr1kx,0.0
1,n8fwy791,0.0
1,n8ji4714,0.0
1,ne5r4d4b,0.0
1,neqndgpc,0.0
1,xibub2in,1.0
1,nnftb092,0.0
1,cjwy2bcx,1.0
1,yon280y8,2.0
1,nv4l2ctd,2.0
1,nz8qvuw6,0.0
1,nzwe7hpg,0.0
1,u79ncd4s,2.0
1,47wcpo0d,0.0
1,o47v5vgw,2.0
1,olior5vk,0.0
1,olmein3q,1.0
1,p9afdfoq,0.0
1,ork04nx8,1.0
1,ot3wi5tc,0.0
1,oufi7w1d,0.0
1,oxs048lr,0.0
1,p6h2a0d5,0.0
1,p7ifetgw,1.0
1,pauzgepm,1.0
1,phlxsez8,2.0
1,48wy2iqx,0.0
1,pkxc2219,0.0
1,pn9nwl64,1.0
1,pu9l36j9,0.0
1,pwtiobv4,1.0
1,py6qu4tl,0.0
1,q7e8xa4u,0.0
1,q856rx6b,0.0
1,o14m6ldo,0.0
1,q97pgwqf,0.0
1,qhelk6u6,1.0
1,qkadqohe,1.0
1,qkask7md,2.0
1,qkl2yiqa,2.0
1,qnntyqud,0.0
1,7yxz43c6,1.0
1,r2ivqg5j,2.0
1,r48tp5py,0.0
1,r55fe25x,0.0
1,r6a6ro7w,0.0
1,rehr84c7,2.0
1,rko3e5va,0.0
1,rmmp3gms,1.0
1,row2mn17,0.0
1,rr7r7ef0,1.0
1,rvr86c6c,2.0
1,rwsfw1ei,2.0
1,s0wmll4q,1.0
1,s21obnqy,0.0
1,s4ef9qob,1.0
1,s9gje0pz,2.0
1,safr9z37,0.0
1,sn7rswab,1.0
1,sof70xa1,0.0
1,sphk023v,0.0
1,sphwclzs,2.0
1,sr0umk33,0.0
1,suhqgmlo,2.0
1,svu06v9c,0.0
1,3welf0ra,0.0
1,t1iagum7,2.0
1,t22il8to,0.0
1,t34myl7l,0.0
1,a440j8ek,0.0
1,t7gpi2vo,1.0
1,t7rxmzvi,0.0
1,t8j4q00m,0.0
1,tb3yyq44,0.0
1,tcrxm7jy,2.0
1,tfkhptdg,0.0
1,tojgojjf,0.0
1,truei5y2,0.0
1,tt0lj7rp,0.0
1,tug2t7dm,0.0
1,tv13furv,0.0
1,tvhybr82,0.0
1,fb4z81lh,0.0
1,u13oge9m,0.0
1,8b4zvmwb,0.0
1,u65mey2z,2.0
1,e328iuti,0.0
1,ugc7ce21,0.0
1,ulvep69h,0.0
1,ek1x6q4y,2.0
1,up929iw0,0.0
1,uqahztur,0.0
1,urkuofmu,0.0
1,ut61qxyc,0.0
1,utn21ce1,1.0
1,uusi3nph,0.0
1,v08cs51n,1.0
1,v22k72tw,0.0
1,v38tjof3,2.0
1,v5brk5us,0.0
1,v6ci69n0,2.0
1,v861kk0i,1.0
1,v9ftmdlv,0.0
1,vcfljekt,2.0
1,vmhrt6bk,0.0
1,vof63qat,0.0
1,vp1r00m9,2.0
1,d8eqifvv,0.0
1,vpodtbjk,2.0
1,vq3axp9l,0.0
1,vvui9das,1.0
1,vww8ypyz,0.0
1,vx7ebtbp,0.0
1,w0pbk3kv,0.0
1,d5yt2fih,2.0
1,w8ewm8ve,0.0
1,wco27nop,1.0
1,welsrjao,0.0
1,tikqy2qt,0.0
1,wn9l4wtc,1.0
1,wr7vrild,0.0
1,wvicjqdj,1.0
1,wvx6q999,0.0
1,ktkq5cmt,0.0
1,x4cxp6be,0.0
1,x98j7mii,0.0
1,xcsl2evz,2.0
1,xl8gfkjs,0.0
1,xly61tfw,2.0
1,w0vm70no,1.0
1,xsrqjk3m,1.0
1,xuczplaf,1.0
1,xummm9xu,0.0
1,xvnv17zy,0.0
1,xwjtjopl,0.0
1,nqsijov3,0.0
1,y5n7zsct,2.0
1,yaspd6l7,0.0
1,yeih3tfo,0.0
1,ynze6yaz,0.0
1,yq05djrc,0.0
1,yqeifpoy,0.0
1,yvh2fzxt,0.0
1,yxjhfg7m,1.0
1,s91sz7c0,2.0
1,z2kgcjtp,2.0
1,z4l3pk23,0.0
1,z9dolxky,2.0
1,zav5gksq,0.0
1,zaxjj9q7,2.0
1,xdleqt3r,1.0
1,zcy4hpqp,0.0
1,7kidc16v,0.0
1,zi0lc3lp,2.0
1,zi98dq1v,1.0
1,zk44e4qy,1.0
1,zu46bdpu,2.0
1,zy8qjaai,1.0
1,zzpw375i,0.0
2,02cy1s8x,0.0
2,03s9spbi,2.0
2,04awj06g,2.0
2,084o1dmp,0.0
2,ue2sp06r,0.0
2,0ey40gzw,0.0
2,0ikxtf1t,0.0
2,0oqcx0az,1.0
2,0rq0wdpq,0.0
2,0scg9skb,0.0
2,0tun7fjk,0.0
2,0vdxs1gz,0.0
2,0xhho1sh,0.0
2,11pcdnlw,2.0
2,147yc66p,2.0
2,1dq91x2r,2.0
2,1mmqfp7g,0.0
2,1qo1krxv,0.0
2,1rhy8td0,0.0
2,2ok1owv7,0.0
2,23x0btii,0.0
2,2sdqehyw,0.0
2,2vlvz5o9,0.0
2,2wshgzjk,0.0
2,34ekacrw,1.0
2,38q8jbcl,0.0
2,3bp0m00g,0.0
2,3jth2pu4,0.0
2,xtmq5lzk,0.0
2,3p2dl8yf,2.0
2,3saa7d76,0.0
2,3tow59gc,2.0
2,3xw4qjoy,2.0
2,k9oyzm1m,0.0
2,4ay3hsi7,2.0
2,4f2wkjgj,0.0
2,4ffuivil,0.0
2,4h4q9h02,0.0
2,4owe9lf5,0.0
2,h0fw93x2,0.0
2,4ry9b68l,2.0
2,9lusan32,0.0
2,4ui7g98h,0.0
2,5b9xjvwm,2.0
2,5ekdfers,0.0
2,5iwgebvp,0.0
2,5kavwv3u,0.0
2,5so17je6,0.0
2,649w7j4i,0.0
2,6anr4xdw,2.0
2,6cl2sryq,0.0
2,6dbt99h0,1.0
2,flr9nmog,0.0
2,6p592gwa,0.0
2,6zld1n9n,0.0
2,7a3y3mbc,0.0
2,7bzg4aqr,0.0
2,7fkaj1h8,0.0
2,7qqxumvo,0.0
2,7tkvl894,0.0
2,iohvj16d,0.0
2,oj4ue0ur,0.0
2,gzg07b41,0.0
2,89n52jny,0.0
2,8a704p38,0.0
2,8fuj072z,0.0
2,8mj8gjv9,2.0
2,8uctsgh1,0.0
2,8uw6h6ge,0.0
2,8wzd4j82,0.0
2,92zotesl,0.0
2,931ljfim,0.0
2,95zjnp77,0.0
2,99lxmq4u,1.0
2,9gbhczg7,1.0
2,9pl7mta8,0.0
2,9rjbmsvb,0.0
2,9w23dbkm,2.0
2,9zuhgl61,0.0
2,a3groawt,0.0
2,a4282jtk,2.0
2,aapg75af,0.0
2,ajfzg0ak,0.0
2,akb96git,2.0
2,al7gffw2,2.0
2,apc0lm5e,0.0
2,aq48eris,0.0
2,aso63o3p,0.0
2,au9pyflh,0.0
2,awy28210,0.0
2,ax9btc74,0.0
2,azcr8jf3,2.0
2,u4gc98g4,0.0
2,b0wd2jd3,0.0
2,b4dsr0im,1.0
2,b8j2hn9w,0.0
2,jzwezjy3,0.0
2,bayj4dtg,0.0
2,bbvxu8op,0.0
2,92p7vc7i,0.0
2,bnwa2eo6,0.0
2,bpv7p7zo,2.0
2,brwmpm5a,0.0
2,btp9dldg,0.0
2,bxwcixd7,0.0
2,c4ewfskp,0.0
2,c7j2eoz0,0.0
2,c8nrd4h9,0.0
2,6pcvbs48,0.0
2,cga8v8fb,2.0
2,ciihp7pj,1.0
2,coo4j802,0.0
2,cs8gfjp4,0.0
2,cv32u0ox,0.0
2,cvdne6ks,0.0
2,cx3lf0dx,2.0
2,cyetlmgt,0.0
2,czuq8rw5,0.0
2,pr1j71r9,0.0
2,d66lwylf,0.0
2,dbtc0bo3,2.0
2,delk2zeg,0.0
2,dk6ioi15,1.0
2,dlmzcl9g,0.0
2,dpixz43n,0.0
2,dpj4tc5a,0.0
2,drqnrwdl,0.0
2,dvqtvkkm,0.0
2,e07vuojz,0.0
2,e278thvo,0.0
2,e27lm7rr,0.0
2,e4sl5zaj,0.0
2,e4xy1huv,0.0
2,ee2dezlk,0.0
2,eermgk02,0.0
2,ejqpgr23,0.0
2,emwu5g5f,0.0
2,epy7774j,0.0
2,evc37gi0,0.0
2,exqza1kg,0.0
2,f53i4n02,2.0
2,f9hyntvf,0.0
2,fcaeoyxd,2.0
2,ffps30jy,0.0
2,fu3cl7lq,0.0
2,fv7a9je6,0.0
2,gmgat6f7,2.0
2,g8grcy5j,0.0
2,g8lsrojl,0.0
2,gf90u2z2,1.0
2,ghi0ekm5,0.0
2,gi8oizpv,1.0
2,gppyclum,0.0
2,gu1elx07,0.0
2,guzn0peq,2.0
2,gz38qibg,0.0
2,h7bocppm,0.0
2,hd1gpupu,0.0
2,he5tewkq,0.0
2,hi8mzcqk,2.0
2,hnrok48n,0.0
2,i2grfr3u,0.0
2,i2ppoe55,2.0
2,i36fuou9,0.0
2,i4o134ok,0.0
2,i64q5d26,0.0
2,i7vx1sg5,0.0
2,i9r77o70,0.0
2,ibzdqdr8,0.0
2,ijrghpco,0.0
2,il12a12q,0.0
2,ioyl1gla,2.0
2,iso9s1mw,0.0
2,its36j6t,0.0
2,iukudcbo,2.0
2,jbtrdvhe,0.0
2,jdfwchpo,2.0
2,jh9e85c0,0.0
2,jjraqr85,0.0
2,jm1mf6g1,0.0
2,jw4e33sz,2.0
2,k1l16pmm,2.0
2,k260c04b,1.0
2,rikwgnm0,0.0
2,k53eufio,0.0
2,k9yus2sv,0.0
2,kc19m3o7,0.0
2,kc7t1y5o,2.0
2,kepbz245,0.0
2,kihn83ny,0.0
2,kjovtgua,0.0
2,kngf6qpe,0.0
2,kszep2kr,0.0
2,kw8cg1uh,0.0
2,kxwuxwqz,0.0
2,ky8jt6qj,0.0
2,kyq5n601,0.0
2,kzpbjvy5,0.0
2,l352l3yk,0.0
2,l48iq9yj,0.0
2,l80gm12f,0.0
2,4zk4sj2d,0.0
2,lgqseo8t,0.0
2,rggry80x,0.0
2,lokj2170,0.0
2,12sbikmx,0.0
2,lv8dvdp7,0.0
2,lykgnswi,0.0
2,m4jo053m,0.0
2,mfl0iagr,0.0
2,msohf5oa,0.0
2,n0n4n6ut,0.0
2,nhzamju7,0.0
2,ni6iyzdn,0.0
2,niq3hosc,2.0
2,nlb9up9i,0.0
2,nx8pjaba,0.0
2,nz5fqi0e,2.0
2,nzz852lx,0.0
2,o2j3g6nd,0.0
2,o2lr936b,2.0
2,o2v3yhxo,0.0
2,oofrmpw5,0.0
2,ooj9yqbx,0.0
2,op69dg4q,0.0
2,ot72top7,0.0
2,owbv8ua4,0.0
2,owgs9n9z,2.0
2,p4o580bz,0.0
2,pfusstss,0.0
2,ppzxvykb,0.0
2,pth2d40p,0.0
2,py6qu4tl,0.0
2,pzuonboo,2.0
2,q9ab1pji,2.0
2,qjpownkg,0.0
2,qkask7md,0.0
2,7yxz43c6,0.0
2,qwgxm1ol,0.0
2,qz2joxys,2.0
2,r1yjphnn,2.0
2,r2ivqg5j,0.0
2,rbzl0txp,2.0
2,re9c3e0b,0.0
2,rgtv9t84,2.0
2,rneron7k,0.0
2,rnuiytwi,0.0
2,rq5nqm92,0.0
2,rrlqfmxg,2.0
2,rsfomj5g,0.0
2,ruk46455,0.0
2,s0wmll4q,0.0
2,s4y6uxsb,0.0
2,s5iavz3u,0.0
2,up5vftj4,0.0
2,scyhqy48,0.0
2,t01njoxo,2.0
2,smmrl5i6,0.0
2,sn7rswab,0.0
2,std4jddn,0.0
2,suoiq1rk,0.0
2,suukdeh9,0.0
2,swdykxwh,0.0
2,t3e8bfnr,2.0
2,t4alfunm,0.0
2,t4k5csgy,2.0
2,t624zyyc,0.0
2,tb3yyq44,0.0
2,tfkhptdg,0.0
2,tikjfp08,0.0
2,tjplc5j6,1.0
2,2qcp13dt,0.0
2,tuod0xnk,0.0
2,tuq8z6gm,0.0
2,twox681w,0.0
2,tyxsyoli,1.0
2,u02juty2,0.0
2,go5igogw,0.0
2,u5kiz4h9,0.0
2,ua0luq11,0.0
2,unnrflmr,0.0
2,uoo1wcod,0.0
2,up929iw0,0.0
2,upwe0cpj,0.0
2,uqgrjjwp,0.0
2,urkuofmu,0.0
2,utigp2vi,0.0
2,uzx4rpjd,2.0
2,v38tjof3,0.0
2,v5qz7ft9,0.0
2,ql8ubuok,0.0
2,vfagxsdz,0.0
2,vgkiadky,0.0
2,vhxe1ll7,0.0
2,vm2bxmic,1.0
2,vrgdg68o,0.0
2,w67cryfp,0.0
2,wh9vvgv2,0.0
2,wu1ygt6w,0.0
2,ww1rgcds,2.0
2,wwclvu9o,0.0
2,x1wemzgn,0.0
2,x4jmuzwa,0.0
2,xbin9kf5,0.0
2,xfhh3ofz,0.0
2,xhffsa77,0.0
2,xk5igdwo,0.0
2,eksiyh9q,0.0
2,xpzx22qg,0.0
2,xqwkrktg,0.0
2,xrgnt6l5,2.0
2,y1rlk8th,2.0
2,y5y4dbm1,0.0
2,ybwgza0f,0.0
2,yev0ksho,0.0
2,ykllp5wq,0.0
2,yl5kox73,0.0
2,ym7ce5ux,0.0
2,dp2xzul1,0.0
2,yqgcdt2n,0.0
2,yqu1ykc9,0.0
2,ytzglkgk,0.0
2,yvh2fzxt,0.0
2,yxttl3gh,0.0
2,z17n61m3,0.0
2,z40j06sy,0.0
2,z4vfjlbg,2.0
2,zak8iivx,1.0
2,zep3rot9,0.0
2,zi98dq1v,0.0
2,zibyhw7e,0.0
2,zjgswsjj,0.0
2,ohlzdyca,0.0
2,8uu4f12m,2.0
2,zvvwwc0r,2.0
2,zx28gr34,0.0
3,040w9ba1,0.0
3,qcgc2bo3,1.0
3,06qddkw0,0.0
3,076qek8o,1.0
3,0bma2749,0.0
3,0gier0lu,0.0
3,0jl6qu0i,2.0
3,0mqaczvt,0.0
3,0oak9ggm,1.0
3,0qtzcda0,0.0
3,0sm0r4v8,0.0
3,0xhho1sh,0.0
3,c2en7ie9,1.0
3,1ewhqpwb,1.0
3,1mmqfp7g,0.0
3,1n96pz86,0.0
3,1oruu33o,0.0
3,1s0jw2bd,0.0
3,1s2zsqoq,0.0
3,1v0f2dtx,1.0
3,1vehi4w4,1.0
3,1vm5r7pq,0.0
3,1w8epdht,0.0
3,1w8o59ul,0.0
3,1y3ogha0,0.0
3,lllip3sc,1.0
3,2b25p7t7,0.0
3,2bqeboy4,0.0
3,2d9tjzn6,0.0
3,2fknxsf1,2.0
3,2hsmt0df,0.0
3,2jeb1vcs,2.0
3,2nf97zvc,0.0
3,2okcuviq,1.0
3,2r790nix,0.0
3,2s1io2fg,1.0
3,mpyg5f06,2.0
3,2wstwchp,1.0
3,342thf3o,0.0
3,3aoxplp3,1.0
3,3deg1upi,1.0
3,3e58229u,1.0
3,3eatplc2,0.0
3,3g06zxmx,2.0
3,3ngrtmb0,0.0
3,3saa7d76,0.0
3,46dojsa0,0.0
3,49rf6q20,0.0
3,ranllo1l,0.0
3,dixdgfbe,0.0
3,4hsbt4bl,1.0
3,4jpirkni,0.0
3,4owe9lf5,0.0
3,4pplx2o2,0.0
3,4t6f7wul,0.0
3,4x6t5r0o,0.0
3,51n5mnjb,0.0
3,53j3ly3v,2.0
3,56tv8og7,1.0
3,j4w1ihao,0.0
3,5ad4rm3y,1.0
3,5e5846m4,1.0
3,5ekdfers,1.0
3,5hifn0cf,0.0
3,5jl6ltfj,1.0
3,5pbnnhlq,0.0
3,5uoepd0r,1.0
3,5xrbfdoj,1.0
3,5yb3dxse,0.0
3,5zyoddl7,0.0
3,603v8lfb,0.0
3,65plab8b,0.0
3,0artqu2m,0.0
3,6asjhlpw,1.0
3,6e9iy6tt,1.0
3,6jczwxo6,0.0
3,6kpyuffh,0.0
3,6nsuttwt,0.0
3,6q92742u,2.0
3,6rcezxjx,0.0
3,6rurgsiw,0.0
3,fu9qm63q,2.0
3,70jg65o2,2.0
3,72fokkad,2.0
3,g592dfyz,2.0
3,7am3kcmu,0.0
3,7cqisuw6,0.0
3,7dw32xby,1.0
3,7fwzohmu,0.0
3,7gqzyzjz,0.0
3,7ivw72l0,1.0
3,7k24r3p5,2.0
3,7n6pva1l,2.0
3,7p8mw6e6,0.0
3,iohvj16d,0.0
3,80gcr0ci,0.0
3,81db26tm,0.0
3,83odb66l,2.0
3,84z9fp2u,0.0
3,88px7oq2,2.0
3,8e4vo6zz,0.0
3,8myto026,0.0
3,8o884nyp,0.0
3,8uctsgh1,0.0
3,8uu10t4p,2.0
3,8y0v6d2i,1.0
3,9011s995,1.0
3,mpsuteur,2.0
3,9162w7il,0.0
3,92p7vc7i,2.0
3,931ljfim,1.0
3,94dughd1,1.0
3,9595vm0k,2.0
3,97sxlkjp,0.0
3,988nifb3,1.0
3,99vep3ek,0.0
3,9c0zrp7p,0.0
3,9d5g5xaw,0.0
3,9jb3w0zu,0.0
3,9koytpba,0.0
3,9lol67n1,1.0
3,9nehpbg2,0.0
3,9nri1ln6,1.0
3,9q3oopaz,1.0
3,9q6ywtwd,0.0
3,9qd61n3p,0.0
3,9wflr4u3,0.0
3,9xnb2n0q,0.0
3,a3groawt,1.0
3,a4cxfs06,1.0
3,g5ovvjc6,1.0
3,a6zrkv12,0.0
3,a8pixbuc,1.0
3,3tgvvq4o,2.0
3,a9o2dvke,0.0
3,a9vmqq3v,0.0
3,ae2x2wpg,2.0
3,ajcwapvt,2.0
3,aky3bja0,1.0
3,5epbf0dn,0.0
3,asost8nl,0.0
3,ax9btc74,1.0
3,b5pebtwm,0.0
3,b8a94hoj,1.0
3,b8j2hn9w,0.0
3,bayj4dtg,0.0
3,bbs7zocu,2.0
3,mcyfv6x5,0.0
3,bgh729s5,0.0
3,voqzmze6,0.0
3,bnjkmegh,0.0
3,0vn23ive,0.0
3,bs194n2m,1.0
3,buwz6lu3,2.0
3,bwxktvsz,2.0
3,7s7mchvm,0.0
3,c4ewfskp,0.0
3,c4u0gxp5,0.0
3,c7j2eoz0,0.0
3,c9we3q6b,0.0
3,cbm6oubz,1.0
3,ceim7s4g,0.0
3,cej3v21v,0.0
3,cfnoxhtd,1.0
3,chx2xtzx,0.0
3,a9lxnk1e,0.0
3,cm30gyd8,1.0
3,cmqo0nkb,0.0
3,code9hzz,0.0
3,cov6ip06,0.0
3,cs1ootz4,0.0
3,ctxy1idi,0.0
3,cv32u0ox,1.0
3,cv9c1oji,0.0
3,cwfujgya,1.0
3,cycc3fvl,0.0
3,cyy9uhno,0.0
3,d23b9fjl,0.0
3,d7g5xnq9,0.0
3,d7xq7x5g,0.0
3,da61tfr9,0.0
3,dayv5mup,2.0
3,decr6wrd,0.0
3,dlonlmlg,0.0
3,dm8yl4xu,2.0
3,dopa8hxy,0.0
3,dptgg05n,2.0
3,dqour5jr,0.0
3,dqxfcwyu,1.0
3,dqy0f2o1,0.0
3,drj3al9t,1.0
3,dvpqkmnh,1.0
3,dvqtvkkm,0.0
3,dvwpj06d,0.0
3,sgemwase,2.0
3,e74x31ev,0.0
3,e99athff,0.0
3,ebalebqq,1.0
3,eg84q35t,2.0
3,el7mdliy,2.0
3,elwhzp9u,0.0
3,esie5osf,1.0
3,eu80ccm6,0.0
3,evc37gi0,0.0
3,sym43q4k,0.0
3,ez1canrp,1.0
3,f38pftlm,0.0
3,f3f31h4r,0.0
3,f6369ge9,0.0
3,f7wk75cm,0.0
3,f9f97mlt,0.0
3,fcno330z,0.0
3,fdkwklzj,1.0
3,feo0axgx,0.0
3,fgg9s7ou,0.0
3,hechmemo,1.0
3,fmymklz6,0.0
3,fn7l93wh,0.0
3,fo3n8gf2,0.0
3,fx2tuak5,0.0
3,fxy9ekop,0.0
3,g0yxf99c,1.0
3,g3asp1ps,0.0
3,g8iz65wm,0.0
3,gb1weei2,2.0
3,p2osd89e,1.0
3,gi7ktelw,1.0
3,gk1t1dor,0.0
3,gmv6u0qj,0.0
3,gpql06um,0.0
3,gr2kk9w4,0.0
3,gvnylnen,1.0
3,3x1b9epe,0.0
3,h5b7mncf,0.0
